"","BillId","BillNumber","Biennium","LegalTitle","IntroducedDate","Sponsor","PrimeSponsorID","LongDescription","billUrl"
"4252","ESSB 5552","5552","2017-18","AN ACT Relating to background checks for firearms sales or transfers, but only with respect to clarifying that the term firearm does not include flare guns and construction tools, clarifying that the term transfer does not include transfers between an entity and its employee or agents for lawful purposes in the ordinary course of business, defining licensed collector and curio or relic, expanding the family member exemption to include loans and parents-in-law and siblings-in-law, providing an exemption for temporary transfers for the purpose of preventing suicide or self-inflicted great bodily harm, providing an exemption for licensed collectors when the firearm is a curio or relic, and providing an exemption for temporary transfers where the transferee and the firearm are in the presence of the transferor;","2017-02-09T00:00:00","LAW(Pedersen)","12002","Concerning firearms sales and transfers.","http://app.leg.wa.gov/billsummary?BillNumber=5552&Year=2017&Initiative=false"
"4253","SB 5552","5552","2017-18","AN ACT Relating to background checks for firearms sales or transfers, but only with respect to clarifying that the term firearm does not include flare guns and construction tools, clarifying that the term transfer does not include transfers between an employer and employee for lawful purposes in the ordinary course of business, expanding the family member exemption to include loans and parents-in-law and siblings-in-law, providing an exemption for temporary transfers for the purpose of preventing suicide or self-inflicted great bodily harm, and providing an exemption for temporary transfers where the transferee and the firearm are in the presence of the transferor;","2017-01-27T00:00:00","(Pedersen)","12002","Concerning firearms sales and transfers.","http://app.leg.wa.gov/billsummary?BillNumber=5552&Year=2017&Initiative=false"
"4254","ESSB 5552","5552","2017-18","AN ACT Relating to background checks for firearms sales or transfers, but only with respect to clarifying that the term firearm does not include flare guns and construction tools, clarifying that the term transfer does not include transfers between an entity and its employee or agents for lawful purposes in the ordinary course of business, defining licensed collector and curio or relic, expanding the family member exemption to include loans and parents-in-law and siblings-in-law, providing an exemption for temporary transfers for the purpose of preventing suicide or self-inflicted great bodily harm, providing an exemption for licensed collectors when the firearm is a curio or relic, and providing an exemption for temporary transfers where the transferee and the firearm are in the presence of the transferor;","2017-02-09T00:00:00","LAW(Pedersen)","12002","Concerning firearms sales and transfers.","http://app.leg.wa.gov/billsummary?BillNumber=5552&Year=2017&Initiative=false"
"4255","SB 5553","5553","2017-18","AN ACT Relating to preventing suicide by permitting the voluntary waiver of firearm rights;","2017-01-27T00:00:00","(Pedersen)","12002","Preventing suicide by permitting the voluntary waiver of firearm rights.","http://app.leg.wa.gov/billsummary?BillNumber=5553&Year=2017&Initiative=false"
"4256","SSB 5553","5553","2017-18","AN ACT Relating to preventing suicide by permitting the voluntary waiver of firearm rights;","2018-01-11T00:00:00","LAW(Pedersen)","12002","Preventing suicide by permitting the voluntary waiver of firearm rights.","http://app.leg.wa.gov/billsummary?BillNumber=5553&Year=2018&Initiative=false"
"4257","SB 5554","5554","2017-18","AN ACT Relating to private health plan coverage of contraceptives;","2017-01-27T00:00:00","(Hobbs)","12072","Addressing private health plan coverage of contraceptives.","http://app.leg.wa.gov/billsummary?BillNumber=5554&Year=2017&Initiative=false"
"4258","SSB 5554","5554","2017-18","AN ACT Relating to private health plan coverage of contraceptives;","2017-02-16T00:00:00","HLTH(Hobbs)","12072","Addressing private health plan coverage of contraceptives.","http://app.leg.wa.gov/billsummary?BillNumber=5554&Year=2017&Initiative=false"
"4259","SB 5554","5554","2017-18","AN ACT Relating to private health plan coverage of contraceptives;","2017-01-27T00:00:00","(Hobbs)","12072","Addressing private health plan coverage of contraceptives.","http://app.leg.wa.gov/billsummary?BillNumber=5554&Year=2017&Initiative=false"
"4260","SSB 5554","5554","2017-18","AN ACT Relating to private health plan coverage of contraceptives;","2017-02-16T00:00:00","HLTH(Hobbs)","12072","Addressing private health plan coverage of contraceptives.","http://app.leg.wa.gov/billsummary?BillNumber=5554&Year=2017&Initiative=false"
"4261","SB 5555","5555","2017-18","AN ACT Relating to wage and salary information;","2017-01-27T00:00:00","(Wellman)","27211","Addressing wage and salary information.","http://app.leg.wa.gov/billsummary?BillNumber=5555&Year=2017&Initiative=false"
"4262","SB 5556","5556","2017-18","AN ACT Relating to providing an enhanced retirement benefit for public employees' and teachers' retirement system plans 1;","2017-01-27T00:00:00","(Hunt)","5155","Providing an enhanced retirement benefit for public employees' and teachers' retirement system plans 1.","http://app.leg.wa.gov/billsummary?BillNumber=5556&Year=2017&Initiative=false"
"4263","SB 5557","5557","2017-18","AN ACT Relating to extending the sales tax exemption for clay targets purchased by a nonprofit gun club;","2017-01-27T00:00:00","(Rivers)","15814","Extending the sales tax exemption for clay targets purchased by a nonprofit gun club.","http://app.leg.wa.gov/billsummary?BillNumber=5557&Year=2017&Initiative=false"
"4264","SB 5558","5558","2017-18","AN ACT Relating to issuing a two-year identicard for offenders released from prison facilities;","2017-01-27T00:00:00","(Darneille)","5156","Issuing a two-year identicard for offenders released from prison facilities.","http://app.leg.wa.gov/billsummary?BillNumber=5558&Year=2017&Initiative=false"
"4265","SSB 5558","5558","2017-18","AN ACT Relating to issuing a two-year identicard for offenders released from prison facilities;","2017-02-16T00:00:00","LAW(Darneille)","5156","Issuing a two-year identicard for offenders released from prison facilities.","http://app.leg.wa.gov/billsummary?BillNumber=5558&Year=2017&Initiative=false"
"4266","2SSB 5558","5558","2017-18","AN ACT Relating to issuing a two-year identicard for offenders released from prison facilities;","2017-02-21T00:00:00","TRAN(Darneille)","5156","Issuing a two-year identicard for offenders released from prison facilities.","http://app.leg.wa.gov/billsummary?BillNumber=5558&Year=2017&Initiative=false"
"4267","3SSB 5558","5558","2017-18","AN ACT Relating to issuing a two-year identicard for offenders released from prison facilities;","2017-02-24T00:00:00","WM  (Darneille)","5156","Issuing a two-year identicard for offenders released from prison facilities.","http://app.leg.wa.gov/billsummary?BillNumber=5558&Year=2017&Initiative=false"
"4268","SB 5558","5558","2017-18","AN ACT Relating to issuing a two-year identicard for offenders released from prison facilities;","2017-01-27T00:00:00","(Darneille)","5156","Issuing a two-year identicard for offenders released from prison facilities.","http://app.leg.wa.gov/billsummary?BillNumber=5558&Year=2017&Initiative=false"
"4269","SSB 5558","5558","2017-18","AN ACT Relating to issuing a two-year identicard for offenders released from prison facilities;","2017-02-16T00:00:00","LAW(Darneille)","5156","Issuing a two-year identicard for offenders released from prison facilities.","http://app.leg.wa.gov/billsummary?BillNumber=5558&Year=2017&Initiative=false"
"4270","2SSB 5558","5558","2017-18","AN ACT Relating to issuing a two-year identicard for offenders released from prison facilities;","2017-02-21T00:00:00","TRAN(Darneille)","5156","Issuing a two-year identicard for offenders released from prison facilities.","http://app.leg.wa.gov/billsummary?BillNumber=5558&Year=2017&Initiative=false"
"4271","3SSB 5558","5558","2017-18","AN ACT Relating to issuing a two-year identicard for offenders released from prison facilities;","2017-02-24T00:00:00","WM  (Darneille)","5156","Issuing a two-year identicard for offenders released from prison facilities.","http://app.leg.wa.gov/billsummary?BillNumber=5558&Year=2017&Initiative=false"
"4272","SB 5558","5558","2017-18","AN ACT Relating to issuing a two-year identicard for offenders released from prison facilities;","2017-01-27T00:00:00","(Darneille)","5156","Issuing a two-year identicard for offenders released from prison facilities.","http://app.leg.wa.gov/billsummary?BillNumber=5558&Year=2017&Initiative=false"
"4273","SSB 5558","5558","2017-18","AN ACT Relating to issuing a two-year identicard for offenders released from prison facilities;","2017-02-16T00:00:00","LAW(Darneille)","5156","Issuing a two-year identicard for offenders released from prison facilities.","http://app.leg.wa.gov/billsummary?BillNumber=5558&Year=2017&Initiative=false"
"4274","2SSB 5558","5558","2017-18","AN ACT Relating to issuing a two-year identicard for offenders released from prison facilities;","2017-02-21T00:00:00","TRAN(Darneille)","5156","Issuing a two-year identicard for offenders released from prison facilities.","http://app.leg.wa.gov/billsummary?BillNumber=5558&Year=2017&Initiative=false"
"4275","3SSB 5558","5558","2017-18","AN ACT Relating to issuing a two-year identicard for offenders released from prison facilities;","2017-02-24T00:00:00","WM  (Darneille)","5156","Issuing a two-year identicard for offenders released from prison facilities.","http://app.leg.wa.gov/billsummary?BillNumber=5558&Year=2017&Initiative=false"
"4276","SB 5558","5558","2017-18","AN ACT Relating to issuing a two-year identicard for offenders released from prison facilities;","2017-01-27T00:00:00","(Darneille)","5156","Issuing a two-year identicard for offenders released from prison facilities.","http://app.leg.wa.gov/billsummary?BillNumber=5558&Year=2017&Initiative=false"
"4277","SSB 5558","5558","2017-18","AN ACT Relating to issuing a two-year identicard for offenders released from prison facilities;","2017-02-16T00:00:00","LAW(Darneille)","5156","Issuing a two-year identicard for offenders released from prison facilities.","http://app.leg.wa.gov/billsummary?BillNumber=5558&Year=2017&Initiative=false"
"4278","2SSB 5558","5558","2017-18","AN ACT Relating to issuing a two-year identicard for offenders released from prison facilities;","2017-02-21T00:00:00","TRAN(Darneille)","5156","Issuing a two-year identicard for offenders released from prison facilities.","http://app.leg.wa.gov/billsummary?BillNumber=5558&Year=2017&Initiative=false"
"4279","3SSB 5558","5558","2017-18","AN ACT Relating to issuing a two-year identicard for offenders released from prison facilities;","2017-02-24T00:00:00","WM  (Darneille)","5156","Issuing a two-year identicard for offenders released from prison facilities.","http://app.leg.wa.gov/billsummary?BillNumber=5558&Year=2017&Initiative=false"
"4280","SB 5559","5559","2017-18","AN ACT Relating to implementing a vulnerable youth guardianship program;","2017-01-27T00:00:00","(Darneille)","5156","Implementing a vulnerable youth guardianship program.","http://app.leg.wa.gov/billsummary?BillNumber=5559&Year=2017&Initiative=false"
"4281","SSB 5559","5559","2017-18","AN ACT Relating to implementing a vulnerable youth guardianship program;","2017-02-14T00:00:00","HSMH(Darneille)","5156","Implementing a vulnerable youth guardianship program.","http://app.leg.wa.gov/billsummary?BillNumber=5559&Year=2017&Initiative=false"
"4282","2SSB 5559","5559","2017-18","AN ACT Relating to implementing a vulnerable youth guardianship program;","2017-02-24T00:00:00","WM  (Darneille)","5156","Implementing a vulnerable youth guardianship program.","http://app.leg.wa.gov/billsummary?BillNumber=5559&Year=2017&Initiative=false"
"4283","SB 5559","5559","2017-18","AN ACT Relating to implementing a vulnerable youth guardianship program;","2017-01-27T00:00:00","(Darneille)","5156","Implementing a vulnerable youth guardianship program.","http://app.leg.wa.gov/billsummary?BillNumber=5559&Year=2017&Initiative=false"
"4284","SSB 5559","5559","2017-18","AN ACT Relating to implementing a vulnerable youth guardianship program;","2017-02-14T00:00:00","HSMH(Darneille)","5156","Implementing a vulnerable youth guardianship program.","http://app.leg.wa.gov/billsummary?BillNumber=5559&Year=2017&Initiative=false"
"4285","2SSB 5559","5559","2017-18","AN ACT Relating to implementing a vulnerable youth guardianship program;","2017-02-24T00:00:00","WM  (Darneille)","5156","Implementing a vulnerable youth guardianship program.","http://app.leg.wa.gov/billsummary?BillNumber=5559&Year=2017&Initiative=false"
"4286","SB 5559","5559","2017-18","AN ACT Relating to implementing a vulnerable youth guardianship program;","2017-01-27T00:00:00","(Darneille)","5156","Implementing a vulnerable youth guardianship program.","http://app.leg.wa.gov/billsummary?BillNumber=5559&Year=2017&Initiative=false"
"4287","SSB 5559","5559","2017-18","AN ACT Relating to implementing a vulnerable youth guardianship program;","2017-02-14T00:00:00","HSMH(Darneille)","5156","Implementing a vulnerable youth guardianship program.","http://app.leg.wa.gov/billsummary?BillNumber=5559&Year=2017&Initiative=false"
"4288","2SSB 5559","5559","2017-18","AN ACT Relating to implementing a vulnerable youth guardianship program;","2017-02-24T00:00:00","WM  (Darneille)","5156","Implementing a vulnerable youth guardianship program.","http://app.leg.wa.gov/billsummary?BillNumber=5559&Year=2017&Initiative=false"
"4289","SB 5560","5560","2017-18","AN ACT Relating to creating a special permit for certain wine auctions;","2017-01-27T00:00:00","(Brown)","17759","Creating a special permit for certain wine auctions.","http://app.leg.wa.gov/billsummary?BillNumber=5560&Year=2017&Initiative=false"
"4290","SSB 5560","5560","2017-18","AN ACT Relating to creating a special permit for certain wine auctions;","2017-02-15T00:00:00","CLS(Brown)","17759","Creating a special permit for certain wine auctions.","http://app.leg.wa.gov/billsummary?BillNumber=5560&Year=2017&Initiative=false"
"4291","SB 5560","5560","2017-18","AN ACT Relating to creating a special permit for certain wine auctions;","2017-01-27T00:00:00","(Brown)","17759","Creating a special permit for certain wine auctions.","http://app.leg.wa.gov/billsummary?BillNumber=5560&Year=2017&Initiative=false"
"4292","SSB 5560","5560","2017-18","AN ACT Relating to creating a special permit for certain wine auctions;","2017-02-15T00:00:00","CLS(Brown)","17759","Creating a special permit for certain wine auctions.","http://app.leg.wa.gov/billsummary?BillNumber=5560&Year=2017&Initiative=false"
"4293","SB 5561","5561","2017-18","AN ACT Relating to disclosure of information regarding treatment or care of minors;","2017-01-27T00:00:00","(Fortunato)","3474","Regulating disclosure of information regarding treatment or care of minors.","http://app.leg.wa.gov/billsummary?BillNumber=5561&Year=2017&Initiative=false"
"4294","SB 5562","5562","2017-18","AN ACT Relating to providing flexibility to school districts by authorizing school district waivers;","2017-01-27T00:00:00","(Fortunato)","3474","Providing flexibility to school districts by authorizing school district waivers.","http://app.leg.wa.gov/billsummary?BillNumber=5562&Year=2017&Initiative=false"
"4295","SB 5563","5563","2017-18","AN ACT Relating to providing flexibility to school districts to reduce costs related to compliance with truancy laws;","2017-01-27T00:00:00","(Fortunato)","3474","Providing flexibility to school districts to reduce costs related to compliance with truancy laws.","http://app.leg.wa.gov/billsummary?BillNumber=5563&Year=2017&Initiative=false"
"4296","SB 5564","5564","2017-18","AN ACT Relating to vehicle taxation;","2017-01-27T00:00:00","(Fortunato)","3474","Concerning vehicle taxation.","http://app.leg.wa.gov/billsummary?BillNumber=5564&Year=2017&Initiative=false"
"4297","SB 5565","5565","2017-18","AN ACT Relating to employment laws regarding transportation contractors, including the definition of ""truck"";","2017-01-27T00:00:00","(Warnick)","12084","Concerning employment laws regarding transportation contractors, including the definition of ""truck.""","http://app.leg.wa.gov/billsummary?BillNumber=5565&Year=2017&Initiative=false"
"4298","SSB 5565","5565","2017-18","AN ACT Relating to employment laws regarding transportation contractors, including the definition of ""truck"";","2017-02-16T00:00:00","CLS(Warnick)","12084","Concerning employment laws regarding transportation contractors, including the definition of ""truck.""","http://app.leg.wa.gov/billsummary?BillNumber=5565&Year=2017&Initiative=false"
"4299","SB 5565","5565","2017-18","AN ACT Relating to employment laws regarding transportation contractors, including the definition of ""truck"";","2017-01-27T00:00:00","(Warnick)","12084","Concerning employment laws regarding transportation contractors, including the definition of ""truck.""","http://app.leg.wa.gov/billsummary?BillNumber=5565&Year=2017&Initiative=false"
"4300","SSB 5565","5565","2017-18","AN ACT Relating to employment laws regarding transportation contractors, including the definition of ""truck"";","2017-02-16T00:00:00","CLS(Warnick)","12084","Concerning employment laws regarding transportation contractors, including the definition of ""truck.""","http://app.leg.wa.gov/billsummary?BillNumber=5565&Year=2017&Initiative=false"
"4301","SB 5566","5566","2017-18","AN ACT Relating to the admissibility of mental health evidence in claims for noneconomic damages under certain civil rights laws;","2017-01-27T00:00:00","(Kuderer)","21520","Concerning admissibility of mental health evidence in claims for noneconomic damages under certain civil rights laws.","http://app.leg.wa.gov/billsummary?BillNumber=5566&Year=2017&Initiative=false"
"4302","SB 5567","5567","2017-18","AN ACT Relating to implementing the education sector excellence assessment framework;","2017-01-27T00:00:00","(Miloscia)","3478","Implementing the education sector excellence assessment framework.","http://app.leg.wa.gov/billsummary?BillNumber=5567&Year=2017&Initiative=false"
"4303","SB 5568","5568","2017-18","AN ACT Relating to freezing tuition at institutions of higher education;","2017-01-27T00:00:00","(Liias)","13546","Freezing tuition at institutions of higher education.","http://app.leg.wa.gov/billsummary?BillNumber=5568&Year=2017&Initiative=false"
"4304","SB 5569","5569","2017-18","AN ACT Relating to protected classes in housing;","2017-01-27T00:00:00","(Angel)","14208","Concerning protected classes in housing.","http://app.leg.wa.gov/billsummary?BillNumber=5569&Year=2017&Initiative=false"
"4305","SB 5570","5570","2017-18","AN ACT Relating to certification of the level of foreign national ownership for corporations that participate in Washington state elections;","2017-01-30T00:00:00","(Billig)","15811","Concerning certification of the level of foreign national ownership for corporations that participate in Washington state elections.","http://app.leg.wa.gov/billsummary?BillNumber=5570&Year=2017&Initiative=false"
"4306","SB 5571","5571","2017-18","AN ACT Relating to school composting and recycling;","2017-01-30T00:00:00","(Palumbo)","27225","Requiring composting and recycling in public schools.","http://app.leg.wa.gov/billsummary?BillNumber=5571&Year=2017&Initiative=false"
"4307","SB 5572","5572","2017-18","AN ACT Relating to oversight of the state procurement and contracting for information technology goods and services;","2017-01-30T00:00:00","(Hunt)","5155","Providing oversight of the state procurement and contracting for information technology goods and services.","http://app.leg.wa.gov/billsummary?BillNumber=5572&Year=2017&Initiative=false"
"4308","SSB 5572","5572","2017-18","AN ACT Relating to oversight of the state procurement and contracting for information technology goods and services;","2017-02-17T00:00:00","SGOV(Hunt)","5155","Providing oversight of the state procurement and contracting for information technology goods and services.","http://app.leg.wa.gov/billsummary?BillNumber=5572&Year=2017&Initiative=false"
"4309","SB 5572","5572","2017-18","AN ACT Relating to oversight of the state procurement and contracting for information technology goods and services;","2017-01-30T00:00:00","(Hunt)","5155","Providing oversight of the state procurement and contracting for information technology goods and services.","http://app.leg.wa.gov/billsummary?BillNumber=5572&Year=2017&Initiative=false"
"4310","SSB 5572","5572","2017-18","AN ACT Relating to oversight of the state procurement and contracting for information technology goods and services;","2017-02-17T00:00:00","SGOV(Hunt)","5155","Providing oversight of the state procurement and contracting for information technology goods and services.","http://app.leg.wa.gov/billsummary?BillNumber=5572&Year=2017&Initiative=false"
"4311","SB 5573","5573","2017-18","AN ACT Relating to increasing membership of the state interoperability executive committee in order to foster interoperability;","2017-01-30T00:00:00","(McCoy)","8211","Increasing membership of the state interoperability executive committee in order to foster interoperability.","http://app.leg.wa.gov/billsummary?BillNumber=5573&Year=2017&Initiative=false"
"4312","SSB 5573","5573","2017-18","AN ACT Relating to increasing membership of the state interoperability executive committee and foster radio system interoperability;","2017-02-17T00:00:00","SGOV(McCoy)","8211","Increasing membership of the state interoperability executive committee and foster radio system interoperability.","http://app.leg.wa.gov/billsummary?BillNumber=5573&Year=2017&Initiative=false"
"4313","SB 5573","5573","2017-18","AN ACT Relating to increasing membership of the state interoperability executive committee in order to foster interoperability;","2017-01-30T00:00:00","(McCoy)","8211","Increasing membership of the state interoperability executive committee in order to foster interoperability.","http://app.leg.wa.gov/billsummary?BillNumber=5573&Year=2017&Initiative=false"
"4314","SSB 5573","5573","2017-18","AN ACT Relating to increasing membership of the state interoperability executive committee and foster radio system interoperability;","2017-02-17T00:00:00","SGOV(McCoy)","8211","Increasing membership of the state interoperability executive committee and foster radio system interoperability.","http://app.leg.wa.gov/billsummary?BillNumber=5573&Year=2017&Initiative=false"
"4315","SB 5574","5574","2017-18","AN ACT Relating to improving access to health care declarations;","2017-01-30T00:00:00","(Keiser)","1950","Concerning the maintenance and disclosure of health care declarations.","http://app.leg.wa.gov/billsummary?BillNumber=5574&Year=2017&Initiative=false"
"4316","SB 5575","5575","2017-18","AN ACT Relating to including highway workers employed on a transportation project by a contractor in the tuition and fee exemption for children and surviving spouses of highway workers;","2017-01-30T00:00:00","(Palumbo)","27225","Including highway workers employed on a transportation project by a contractor in the tuition and fee exemption for children and surviving spouses of highway workers.","http://app.leg.wa.gov/billsummary?BillNumber=5575&Year=2017&Initiative=false"
"4317","SB 5576","5576","2017-18","AN ACT Relating to compliance with apprenticeship utilization requirements;","2017-01-30T00:00:00","(Keiser)","1950","Addressing compliance with apprenticeship utilization requirements.","http://app.leg.wa.gov/billsummary?BillNumber=5576&Year=2017&Initiative=false"
"4318","SSB 5576","5576","2017-18","AN ACT Relating to compliance with apprenticeship utilization requirements;","2018-01-15T00:00:00","LBRC(Keiser)","1950","Addressing compliance with apprenticeship utilization requirements.","http://app.leg.wa.gov/billsummary?BillNumber=5576&Year=2018&Initiative=false"
"4319","2SSB 5576","5576","2017-18","AN ACT Relating to compliance with apprenticeship utilization requirements;","2018-01-30T00:00:00","WM  (Keiser)","1950","Addressing compliance with apprenticeship utilization requirements.","http://app.leg.wa.gov/billsummary?BillNumber=5576&Year=2018&Initiative=false"
"4320","3SSB 5576","5576","2017-18","AN ACT Relating to compliance with apprenticeship utilization requirements;","2018-02-06T00:00:00","TRAN(Keiser)","1950","Addressing compliance with apprenticeship utilization requirements.","http://app.leg.wa.gov/billsummary?BillNumber=5576&Year=2018&Initiative=false"
"4321","SB 5577","5577","2017-18","AN ACT Relating to the rights and obligations associated with incapacitated persons and other vulnerable adults;","2017-01-30T00:00:00","(Conway)","972","Concerning the rights and obligations associated with incapacitated persons and other vulnerable adults.","http://app.leg.wa.gov/billsummary?BillNumber=5577&Year=2017&Initiative=false"
"4322","SSB 5577","5577","2017-18","AN ACT Relating to the rights and obligations associated with incapacitated persons and other vulnerable adults;","2017-02-14T00:00:00","HSMH(Conway)","972","Concerning the rights and obligations associated with incapacitated persons and other vulnerable adults.","http://app.leg.wa.gov/billsummary?BillNumber=5577&Year=2017&Initiative=false"
"4323","2SSB 5577","5577","2017-18","AN ACT Relating to the rights and obligations associated with incapacitated persons and other vulnerable adults;","2017-02-21T00:00:00","WM  (Conway)","972","Concerning the rights and obligations associated with incapacitated persons and other vulnerable adults.","http://app.leg.wa.gov/billsummary?BillNumber=5577&Year=2017&Initiative=false"
"4324","SB 5577","5577","2017-18","AN ACT Relating to the rights and obligations associated with incapacitated persons and other vulnerable adults;","2017-01-30T00:00:00","(Conway)","972","Concerning the rights and obligations associated with incapacitated persons and other vulnerable adults.","http://app.leg.wa.gov/billsummary?BillNumber=5577&Year=2017&Initiative=false"
"4325","SSB 5577","5577","2017-18","AN ACT Relating to the rights and obligations associated with incapacitated persons and other vulnerable adults;","2017-02-14T00:00:00","HSMH(Conway)","972","Concerning the rights and obligations associated with incapacitated persons and other vulnerable adults.","http://app.leg.wa.gov/billsummary?BillNumber=5577&Year=2017&Initiative=false"
"4326","2SSB 5577","5577","2017-18","AN ACT Relating to the rights and obligations associated with incapacitated persons and other vulnerable adults;","2017-02-21T00:00:00","WM  (Conway)","972","Concerning the rights and obligations associated with incapacitated persons and other vulnerable adults.","http://app.leg.wa.gov/billsummary?BillNumber=5577&Year=2017&Initiative=false"
"4327","SB 5577","5577","2017-18","AN ACT Relating to the rights and obligations associated with incapacitated persons and other vulnerable adults;","2017-01-30T00:00:00","(Conway)","972","Concerning the rights and obligations associated with incapacitated persons and other vulnerable adults.","http://app.leg.wa.gov/billsummary?BillNumber=5577&Year=2017&Initiative=false"
"4328","SSB 5577","5577","2017-18","AN ACT Relating to the rights and obligations associated with incapacitated persons and other vulnerable adults;","2017-02-14T00:00:00","HSMH(Conway)","972","Concerning the rights and obligations associated with incapacitated persons and other vulnerable adults.","http://app.leg.wa.gov/billsummary?BillNumber=5577&Year=2017&Initiative=false"
"4329","2SSB 5577","5577","2017-18","AN ACT Relating to the rights and obligations associated with incapacitated persons and other vulnerable adults;","2017-02-21T00:00:00","WM  (Conway)","972","Concerning the rights and obligations associated with incapacitated persons and other vulnerable adults.","http://app.leg.wa.gov/billsummary?BillNumber=5577&Year=2017&Initiative=false"
"4330","SB 5578","5578","2017-18","AN ACT Relating to the release of sex offender information;","2017-01-30T00:00:00","(Pearson)","5163","Concerning the release of sex offender information.","http://app.leg.wa.gov/billsummary?BillNumber=5578&Year=2017&Initiative=false"
"4331","SSB 5578","5578","2017-18","AN ACT Relating to sex offender registry information;","2017-02-16T00:00:00","LAW(Pearson)","5163","Concerning sex offender registry information.","http://app.leg.wa.gov/billsummary?BillNumber=5578&Year=2017&Initiative=false"
"4332","SB 5578","5578","2017-18","AN ACT Relating to the release of sex offender information;","2017-01-30T00:00:00","(Pearson)","5163","Concerning the release of sex offender information.","http://app.leg.wa.gov/billsummary?BillNumber=5578&Year=2017&Initiative=false"
"4333","SSB 5578","5578","2017-18","AN ACT Relating to sex offender registry information;","2017-02-16T00:00:00","LAW(Pearson)","5163","Concerning sex offender registry information.","http://app.leg.wa.gov/billsummary?BillNumber=5578&Year=2017&Initiative=false"
"4334","SB 5579","5579","2017-18","AN ACT Relating to improving transparency and protecting patients from balance billing;","2017-01-30T00:00:00","(Rivers)","15814","Concerning balance billing.","http://app.leg.wa.gov/billsummary?BillNumber=5579&Year=2017&Initiative=false"
"4335","SB 5580","5580","2017-18","AN ACT Relating to integrating the treatment systems for mental health and substance use disorders;","2017-01-30T00:00:00","(O'Ban)","17217","Concerning professionals qualified to examine individuals in the mental health and substance use disorder treatment systems.","http://app.leg.wa.gov/billsummary?BillNumber=5580&Year=2017&Initiative=false"
"4336","SSB 5580","5580","2017-18","AN ACT Relating to integrating the treatment systems for mental health and substance use disorders;","2017-02-08T00:00:00","HSMH(O'Ban)","17217","Concerning professionals qualified to examine individuals in the mental health and substance use disorder treatment systems.","http://app.leg.wa.gov/billsummary?BillNumber=5580&Year=2017&Initiative=false"
"4337","SB 5580","5580","2017-18","AN ACT Relating to integrating the treatment systems for mental health and substance use disorders;","2017-01-30T00:00:00","(O'Ban)","17217","Concerning professionals qualified to examine individuals in the mental health and substance use disorder treatment systems.","http://app.leg.wa.gov/billsummary?BillNumber=5580&Year=2017&Initiative=false"
"4338","SSB 5580","5580","2017-18","AN ACT Relating to integrating the treatment systems for mental health and substance use disorders;","2017-02-08T00:00:00","HSMH(O'Ban)","17217","Concerning professionals qualified to examine individuals in the mental health and substance use disorder treatment systems.","http://app.leg.wa.gov/billsummary?BillNumber=5580&Year=2017&Initiative=false"
"4339","SB 5581","5581","2017-18","AN ACT Relating to authorizing public hospital districts to participate in self-insurance risk pools with nonprofit hospitals;","2017-01-30T00:00:00","(Angel)","14208","Authorizing public hospital districts to participate in self-insurance risk pools with nonprofit hospitals.","http://app.leg.wa.gov/billsummary?BillNumber=5581&Year=2017&Initiative=false"
"4340","SB 5582","5582","2017-18","AN ACT Relating to clarifying the limited authority of gambling commission officers;","2017-01-30T00:00:00","(Honeyford)","1577","Clarifying the limited authority of gambling commission officers.","http://app.leg.wa.gov/billsummary?BillNumber=5582&Year=2017&Initiative=false"
"4341","SB 5583","5583","2017-18","AN ACT Relating to rules and policies of the Washington interscholastic activities association and any voluntary nonprofit entity with the authority over interschool athletic activities and other interschool extracurricular activities for students of a school district;","2017-01-30T00:00:00","(Baumgartner)","15780","Concerning rules and policies of the Washington interscholastic activities association and any voluntary nonprofit entity with the authority over interschool athletic activities and other interschool extracurricular activities for students of a school district.","http://app.leg.wa.gov/billsummary?BillNumber=5583&Year=2017&Initiative=false"
"4342","SB 5584","5584","2017-18","AN ACT Relating to college and university presidents;","2017-01-30T00:00:00","(Baumgartner)","15780","Concerning college and university presidents.","http://app.leg.wa.gov/billsummary?BillNumber=5584&Year=2017&Initiative=false"
"4343","SB 5585","5585","2017-18","AN ACT Relating to modifying the future teachers conditional scholarship and loan repayment program to increase the number of early elementary teachers;","2017-01-30T00:00:00","(Ranker)","14074","Modifying the future teachers conditional scholarship and loan repayment program to increase the number of early elementary teachers.","http://app.leg.wa.gov/billsummary?BillNumber=5585&Year=2017&Initiative=false"
"4344","SB 5586","5586","2017-18","AN ACT Relating to prescription drug cost transparency;","2017-01-30T00:00:00","(Ranker)","14074","Addressing prescription drug cost transparency.","http://app.leg.wa.gov/billsummary?BillNumber=5586&Year=2017&Initiative=false"
"4345","SSB 5586","5586","2017-18","AN ACT Relating to prescription drug cost transparency;","2018-01-25T00:00:00","HLTC(Ranker)","14074","Addressing prescription drug cost transparency.","http://app.leg.wa.gov/billsummary?BillNumber=5586&Year=2018&Initiative=false"
"4346","2SSB 5586","5586","2017-18","AN ACT Relating to prescription drug cost transparency;","2018-02-06T00:00:00","WM  (Ranker)","14074","Addressing prescription drug cost transparency.","http://app.leg.wa.gov/billsummary?BillNumber=5586&Year=2018&Initiative=false"
"4347","SB 5587","5587","2017-18","AN ACT Relating to the linked deposit program;","2017-01-30T00:00:00","(Hasegawa)","10030","Addressing the linked deposit program.","http://app.leg.wa.gov/billsummary?BillNumber=5587&Year=2017&Initiative=false"
